titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude
Apartamento em Nova Russia,"Rua do Rosario, 2857 - Nova Russia",90257,55,3,1,1,Nova Russia,-25.07412605503223,-50.178838606069256
Apartamento em Estrela,"Av. Carlos Cavalcanti, 1297 - Estrela",428747,142,4,3,2,Estrela,-25.104432190334386,-50.15695592637589
Apartamento em Nova Russia,"Rua do Rosario, 854 - Nova Russia",86382,35,2,1,0,Nova Russia,-25.076403236876867,-50.17803514397936
Apartamento em Estrela,"Rua Paula Xavier, 153 - Estrela",259168,77,3,2,1,Estrela,-25.10418752464095,-50.15160880495718
Apartamento em Uvaranas,"Rua do Rosario, 1232 - Uvaranas",172741,45,1,1,0,Uvaranas,-25.09446651565235,-50.13072568345415
Apartamento em Chapada,"Av. Vicente Machado, 1742 - Chapada",85149,69,2,1,1,Chapada,-25.03948150107376,-50.16761663442018
Apartamento em Centro,"Rua Balduino Taques, 2137 - Centro",219682,75,2,2,1,Centro,-25.0932828145864,-50.16661437661415
Apartamento em Contorno,"Av. Carlos Cavalcanti, 582 - Contorno",121576,53,2,1,1,Contorno,-25.115476424215718,-50.19962235522566
Apartamento em Santa Paula,"Rua do Rosario, 1452 - Santa Paula",134258,44,1,1,0,Santa Paula,-25.12922318074879,-50.18752693179936
Apartamento em Olarias,"Rua Comendador Miró, 415 - Olarias",123174,54,2,1,1,Olarias,-25.09643970635594,-50.14155713495902
Apartamento em Oficinas,"Av. Vicente Machado, 590 - Oficinas",248172,68,2,1,1,Oficinas,-25.116467035760124,-50.14299330487364
Apartamento em Contorno,"Av. Vicente Machado, 559 - Contorno",199416,70,2,2,1,Contorno,-25.124842651824714,-50.20135354037866
Apartamento em Olarias,"Rua Paula Xavier, 1146 - Olarias",174474,62,2,1,1,Olarias,-25.096886949783674,-50.14076974038082
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 314 - Jardim Carvalho",239026,91,3,2,1,Jardim Carvalho,-25.07345272898871,-50.155218123527874
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2671 - Olarias",193201,67,2,1,1,Olarias,-25.10265204055895,-50.13993296190043
Apartamento em Estrela,"Rua Balduino Taques, 1051 - Estrela",151613,54,2,1,1,Estrela,-25.100739153287662,-50.14946450594317
Apartamento em Vila Estrela,"Av. Vicente Machado, 2205 - Vila Estrela",459412,111,3,2,2,Vila Estrela,-25.10890009183914,-50.15172145566321
Apartamento em Orfãs,"Rua Comendador Miró, 1113 - Orfãs",267498,59,3,1,1,Orfãs,-25.06770413630158,-50.16901241024585
Apartamento em Orfãs,"Rua do Rosario, 2702 - Orfãs",304149,69,2,1,1,Orfãs,-25.0664677062024,-50.16846580311162
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 638 - Jardim Sabara",122429,51,2,1,1,Jardim Sabara,-25.042276833968938,-50.17873748220502
Apartamento em Neves,"Av. Carlos Cavalcanti, 1562 - Neves",185837,60,2,1,1,Neves,-25.05283405067827,-50.134579761367704
Apartamento em Centro,"Av. Vicente Machado, 327 - Centro",538479,64,2,1,1,Centro,-25.088435224655363,-50.16242726687925
Apartamento em Boa Vista,"Rua Balduino Taques, 2811 - Boa Vista",134066,46,2,1,0,Boa Vista,-25.062324261962356,-50.162587211485224
Apartamento em Olarias,"Rua Paula Xavier, 2632 - Olarias",97446,54,2,1,1,Olarias,-25.098357545078528,-50.14105065058877
Apartamento em Uvaranas,"Rua Paula Xavier, 1129 - Uvaranas",341894,131,3,3,2,Uvaranas,-25.08396784647338,-50.130247086838104
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1130 - Jardim Carvalho",269255,57,2,1,1,Jardim Carvalho,-25.074908512586518,-50.15408794647103
Apartamento em Centro,"Av. Vicente Machado, 1560 - Centro",210971,39,2,1,0,Centro,-25.093392214859726,-50.17412619592236
Apartamento em Nova Russia,"Rua Balduino Taques, 729 - Nova Russia",131027,54,2,1,1,Nova Russia,-25.080097764455083,-50.17857561498389
Apartamento em Jardim Sabara,"Rua Paula Xavier, 2421 - Jardim Sabara",228904,73,2,2,1,Jardim Sabara,-25.04582784360852,-50.170866118292764
Apartamento em Santa Paula,"Rua Paula Xavier, 2879 - Santa Paula",109051,52,3,1,1,Santa Paula,-25.13504849325089,-50.18005853701026
Apartamento em Contorno,"Rua do Rosario, 415 - Contorno",71709,38,1,1,0,Contorno,-25.12445870339257,-50.197495429172434
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 750 - Oficinas",171445,45,2,1,0,Oficinas,-25.113093615103317,-50.14201228842261
Apartamento em Chapada,"Rua Comendador Miró, 2187 - Chapada",86731,40,1,1,0,Chapada,-25.043098232769434,-50.16689602812667
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1963 - Olarias",273396,93,3,2,1,Olarias,-25.09996871577397,-50.145049407930514
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2113 - Jardim Carvalho",127999,42,1,1,0,Jardim Carvalho,-25.074142904343663,-50.158171004527425
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1561 - Jardim Carvalho",433140,90,3,2,1,Jardim Carvalho,-25.07307211528166,-50.157238420084475
Apartamento em Boa Vista,"Rua Comendador Miró, 2628 - Boa Vista",125721,47,2,1,0,Boa Vista,-25.056184130101986,-50.15818243780657
Apartamento em Chapada,"Av. Vicente Machado, 2787 - Chapada",140369,60,2,1,1,Chapada,-25.042468854086135,-50.16782664516042
Apartamento em Vila Estrela,"Av. Vicente Machado, 1807 - Vila Estrela",268986,41,1,1,0,Vila Estrela,-25.10800477391852,-50.15004098684004
Apartamento em Chapada,"Rua do Rosario, 1184 - Chapada",127881,58,2,1,1,Chapada,-25.043923371537335,-50.17168338330758
Apartamento em Boa Vista,"Rua do Rosario, 2952 - Boa Vista",160671,91,3,2,1,Boa Vista,-25.060426459701855,-50.15755811240594
Apartamento em Ronda,"Rua Balduino Taques, 1261 - Ronda",105558,53,2,1,1,Ronda,-25.098703743897577,-50.18493737402402
Apartamento em Vila Estrela,"Rua Balduino Taques, 2609 - Vila Estrela",414216,71,2,2,1,Vila Estrela,-25.108351427967676,-50.15126994570997
Apartamento em Uvaranas,"Av. Vicente Machado, 393 - Uvaranas",49091,48,2,1,0,Uvaranas,-25.088143078279902,-50.125567779993474
Apartamento em Estrela,"Rua Balduino Taques, 1180 - Estrela",271766,60,2,1,1,Estrela,-25.103972395907476,-50.15537242969294
Apartamento em Olarias,"Rua Balduino Taques, 1746 - Olarias",131245,72,2,2,1,Olarias,-25.101332236631936,-50.13994619430825
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1974 - Jardim Sabara",102827,46,1,1,0,Jardim Sabara,-25.04609322255317,-50.173238623948514
Apartamento em Santa Paula,"Rua Comendador Miró, 2190 - Santa Paula",178130,68,2,1,1,Santa Paula,-25.13139100857157,-50.183152021694866
Apartamento em Nova Russia,"Rua do Rosario, 788 - Nova Russia",303970,69,2,1,1,Nova Russia,-25.084583733977652,-50.1806395979848
Apartamento em Centro,"Rua Comendador Miró, 2198 - Centro",492002,73,2,2,1,Centro,-25.0923774891538,-50.16111001612945
Apartamento em Chapada,"Rua Comendador Miró, 2718 - Chapada",92361,55,2,1,1,Chapada,-25.03953052859896,-50.17329007622677
Apartamento em Jardim Sabara,"Rua Balduino Taques, 2497 - Jardim Sabara",100843,39,1,1,0,Jardim Sabara,-25.044185336303368,-50.17481463061035
Apartamento em Santo Antonio,"Rua Comendador Miró, 2154 - Santo Antonio",143945,61,2,1,1,Santo Antonio,-25.063868906262286,-50.119474454803296
Apartamento em Ronda,"Rua Paula Xavier, 556 - Ronda",175663,63,3,1,1,Ronda,-25.10197206009034,-50.18846245064626
Apartamento em Jardim Sabara,"Rua Balduino Taques, 1741 - Jardim Sabara",125707,46,1,1,0,Jardim Sabara,-25.04558840193367,-50.17195394733266
Apartamento em Santa Paula,"Rua Paula Xavier, 473 - Santa Paula",79377,38,1,1,0,Santa Paula,-25.133802275917013,-50.184072231705
Apartamento em Neves,"Av. Vicente Machado, 2218 - Neves",212102,54,2,1,1,Neves,-25.050402909308616,-50.136927493868434
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1212 - Nova Russia",95124,41,1,1,0,Nova Russia,-25.08496245989305,-50.18051549328389
Apartamento em Boa Vista,"Rua Comendador Miró, 2595 - Boa Vista",189092,39,1,1,0,Boa Vista,-25.063120606964624,-50.160865921115466
Apartamento em Jardim America,"Rua Paula Xavier, 2643 - Jardim America",131572,61,2,1,1,Jardim America,-25.109048603133672,-50.13924118447991
Apartamento em Jardim Sabara,"Rua Balduino Taques, 1906 - Jardim Sabara",214572,72,2,2,1,Jardim Sabara,-25.043387095091774,-50.173577182908595
Apartamento em Santa Paula,"Rua Balduino Taques, 2531 - Santa Paula",248603,63,3,1,1,Santa Paula,-25.131178081852198,-50.18291896850113
Apartamento em Santo Antonio,"Rua Paula Xavier, 448 - Santo Antonio",82758,50,2,1,1,Santo Antonio,-25.055753537191926,-50.11861790767166
Apartamento em Centro,"Rua Paula Xavier, 46 - Centro",1119658,205,5,4,4,Centro,-25.090183605393584,-50.169707879283244
Apartamento em Nova Russia,"Av. Vicente Machado, 357 - Nova Russia",107776,78,2,2,1,Nova Russia,-25.081517271879726,-50.175261085173375
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1692 - Jardim Sabara",185075,70,2,2,1,Jardim Sabara,-25.052202606901865,-50.174200835474934
Apartamento em Nova Russia,"Rua Balduino Taques, 647 - Nova Russia",101572,42,1,1,0,Nova Russia,-25.079891605251063,-50.182587453354
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 1543 - Boa Vista",204646,66,2,1,1,Boa Vista,-25.05820439740108,-50.160788844833384
Apartamento em Contorno,"Av. Vicente Machado, 2207 - Contorno",176992,54,2,1,1,Contorno,-25.121376282165915,-50.202029290251666
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2698 - Boa Vista",68684,34,2,1,0,Boa Vista,-25.05999750460115,-50.15588492403478
Apartamento em Santo Antonio,"Rua Paula Xavier, 1787 - Santo Antonio",195640,62,3,1,1,Santo Antonio,-25.057555797665707,-50.118940645518194
Apartamento em Centro,"Rua Comendador Miró, 822 - Centro",255695,72,2,2,1,Centro,-25.09458468435069,-50.164212256934924
Apartamento em Nova Russia,"Rua Balduino Taques, 557 - Nova Russia",72304,34,2,1,0,Nova Russia,-25.081835547176144,-50.178662352783064
Apartamento em Jardim America,"Rua Paula Xavier, 139 - Jardim America",70142,38,1,1,0,Jardim America,-25.109381948431068,-50.137813290073154
Apartamento em Estrela,"Av. Carlos Cavalcanti, 2734 - Estrela",163638,53,2,1,1,Estrela,-25.109443427035796,-50.155624469182186
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2263 - Boa Vista",119839,100,4,2,2,Boa Vista,-25.056812308390562,-50.1545151885743
Apartamento em Santa Paula,"Rua Comendador Miró, 531 - Santa Paula",150587,43,1,1,0,Santa Paula,-25.132926159228656,-50.17541221000759
Apartamento em Neves,"Av. Carlos Cavalcanti, 2065 - Neves",165794,61,2,1,1,Neves,-25.0471619544763,-50.13670160752751
Apartamento em Jardim America,"Rua Balduino Taques, 96 - Jardim America",145020,42,2,1,0,Jardim America,-25.112834287732593,-50.13729301039849
Apartamento em Jardim Carvalho,"Rua do Rosario, 65 - Jardim Carvalho",477947,72,3,2,1,Jardim Carvalho,-25.075543561994255,-50.15532240750772
Apartamento em Ronda,"Rua Paula Xavier, 1769 - Ronda",95897,67,3,1,1,Ronda,-25.09988723331199,-50.18731525542785
Apartamento em Centro,"Rua Balduino Taques, 1766 - Centro",1754842,253,5,5,4,Centro,-25.089162887607216,-50.16167597483832
Apartamento em Ronda,"Rua Comendador Miró, 2104 - Ronda",103194,67,2,1,1,Ronda,-25.09929007218932,-50.18163051900791
Apartamento em Estrela,"Rua Balduino Taques, 1089 - Estrela",259576,84,2,2,1,Estrela,-25.106508859167768,-50.153373386880766
Apartamento em Ronda,"Av. Carlos Cavalcanti, 822 - Ronda",48973,37,1,1,0,Ronda,-25.100289600534172,-50.182934827973384
Apartamento em Santa Paula,"Rua Balduino Taques, 2881 - Santa Paula",103361,55,2,1,1,Santa Paula,-25.130463476334878,-50.177561555869296
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2431 - Jardim Sabara",131150,66,2,1,1,Jardim Sabara,-25.04662892573075,-50.176868626959006
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1653 - Jardim Carvalho",745598,114,3,2,2,Jardim Carvalho,-25.072247903181967,-50.156337327244685
Apartamento em Oficinas,"Av. Vicente Machado, 608 - Oficinas",383909,75,2,2,1,Oficinas,-25.115603638238635,-50.148219411129936
Apartamento em Vila Estrela,"Rua Balduino Taques, 218 - Vila Estrela",492071,155,4,3,2,Vila Estrela,-25.109616564453756,-50.150733736056594
Apartamento em Jardim America,"Rua Paula Xavier, 2877 - Jardim America",143127,71,2,2,1,Jardim America,-25.11084497584175,-50.134381426902046
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1972 - Ronda",233057,62,2,1,1,Ronda,-25.103900981538445,-50.180831690431354
Apartamento em Oficinas,"Rua Comendador Miró, 221 - Oficinas",100192,50,2,1,1,Oficinas,-25.115641587574565,-50.14332460873545
Apartamento em Contorno,"Rua Paula Xavier, 1159 - Contorno",181467,51,3,1,1,Contorno,-25.12299269257513,-50.19722197224575
Apartamento em Chapada,"Av. Vicente Machado, 1320 - Chapada",174328,68,2,1,1,Chapada,-25.041276187687014,-50.17267503573369
Apartamento em Oficinas,"Rua Balduino Taques, 223 - Oficinas",302135,72,3,2,1,Oficinas,-25.1135133136359,-50.14667392023864
Apartamento em Neves,"Av. Carlos Cavalcanti, 1157 - Neves",114320,49,1,1,0,Neves,-25.051549471116644,-50.14269614906854
Apartamento em Nova Russia,"Rua Paula Xavier, 2022 - Nova Russia",203924,64,2,1,1,Nova Russia,-25.08451039127414,-50.1794320249652
Apartamento em Chapada,"Rua Balduino Taques, 406 - Chapada",172061,75,2,2,1,Chapada,-25.04160430046488,-50.175569652707054
Apartamento em Centro,"Av. Vicente Machado, 1366 - Centro",307612,64,2,1,1,Centro,-25.09501790524399,-50.16238712318277
Apartamento em Chapada,"Rua Paula Xavier, 2422 - Chapada",75712,40,1,1,0,Chapada,-25.035402156199595,-50.171590889021324
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2673 - Jardim Sabara",180283,79,2,2,1,Jardim Sabara,-25.041257964740396,-50.16906650710496
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 367 - Boa Vista",105787,57,2,1,1,Boa Vista,-25.061138600472244,-50.15950370297046
Apartamento em Nova Russia,"Rua Comendador Miró, 2475 - Nova Russia",98732,50,3,1,1,Nova Russia,-25.079410931404833,-50.16965472253657
Apartamento em Nova Russia,"Rua Comendador Miró, 790 - Nova Russia",65890,51,3,1,1,Nova Russia,-25.071872925502312,-50.18386573200312
Apartamento em Orfãs,"Rua Balduino Taques, 316 - Orfãs",257890,78,2,2,1,Orfãs,-25.067709007981204,-50.17074687855712
Apartamento em Olarias,"Rua Paula Xavier, 2981 - Olarias",101787,38,1,1,0,Olarias,-25.1002983178509,-50.13931027069462
Apartamento em Santa Paula,"Av. Vicente Machado, 2195 - Santa Paula",195306,58,2,1,1,Santa Paula,-25.130199056704708,-50.18140576511304
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1722 - Jardim Carvalho",471485,89,3,2,1,Jardim Carvalho,-25.07590169216508,-50.151715173239026
Apartamento em Olarias,"Rua do Rosario, 1432 - Olarias",120976,58,2,1,1,Olarias,-25.10154122302456,-50.137194522974085
Apartamento em Chapada,"Rua Comendador Miró, 490 - Chapada",92175,32,1,1,0,Chapada,-25.043003367855132,-50.17170916370726
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 2155 - Vila Estrela",339540,81,3,2,1,Vila Estrela,-25.110961341372416,-50.15647943674526
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2464 - Jardim Sabara",210985,78,2,2,1,Jardim Sabara,-25.044275802894152,-50.17956686741427
Apartamento em Boa Vista,"Av. Vicente Machado, 1196 - Boa Vista",88482,47,1,1,0,Boa Vista,-25.057422741638877,-50.15869487932397
Apartamento em Oficinas,"Rua Balduino Taques, 2851 - Oficinas",155348,52,2,1,1,Oficinas,-25.115690753112276,-50.1449359533519
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2037 - Orfãs",264836,84,2,2,1,Orfãs,-25.069004299255923,-50.172895518581846
Apartamento em Olarias,"Rua Balduino Taques, 687 - Olarias",102729,62,2,1,1,Olarias,-25.10194954783229,-50.14424640580582
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 2313 - Santo Antonio",52369,46,1,1,0,Santo Antonio,-25.06012047362045,-50.125333763925674
Apartamento em Jardim America,"Rua Paula Xavier, 857 - Jardim America",201276,90,3,2,1,Jardim America,-25.10493556787798,-50.13120179300794
Apartamento em Estrela,"Rua do Rosario, 902 - Estrela",109656,34,2,1,0,Estrela,-25.105636057512612,-50.15468964249871
Apartamento em Centro,"Rua do Rosario, 1875 - Centro",182151,91,3,2,1,Centro,-25.093663462158034,-50.169802133426984
Apartamento em Jardim Sabara,"Rua do Rosario, 1070 - Jardim Sabara",182452,61,2,1,1,Jardim Sabara,-25.046764627623947,-50.168600636636384
Apartamento em Contorno,"Rua Paula Xavier, 2911 - Contorno",202822,77,2,2,1,Contorno,-25.11633409358185,-50.20238611198283
Apartamento em Boa Vista,"Av. Vicente Machado, 927 - Boa Vista",146851,71,2,2,1,Boa Vista,-25.062843297987165,-50.15986626887946
Apartamento em Oficinas,"Rua Paula Xavier, 170 - Oficinas",93399,50,2,1,1,Oficinas,-25.118785675331086,-50.14736359105253
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 554 - Jardim Carvalho",183155,80,2,2,1,Jardim Carvalho,-25.065923492823604,-50.15262996958901
Apartamento em Boa Vista,"Rua Balduino Taques, 2641 - Boa Vista",137927,56,2,1,1,Boa Vista,-25.058376090882028,-50.15350946292509
Apartamento em Ronda,"Av. Vicente Machado, 2199 - Ronda",104529,41,1,1,0,Ronda,-25.097852811418477,-50.181438836020035
Apartamento em Nova Russia,"Rua Paula Xavier, 2601 - Nova Russia",79825,34,2,1,0,Nova Russia,-25.080507927807936,-50.17750775342457
Apartamento em Chapada,"Rua Comendador Miró, 2259 - Chapada",175938,49,1,1,0,Chapada,-25.036038554580543,-50.17168463834898
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2514 - Boa Vista",183473,87,2,2,1,Boa Vista,-25.058614308037455,-50.16006493025822
Apartamento em Contorno,"Rua Balduino Taques, 2573 - Contorno",57235,38,1,1,0,Contorno,-25.11909505532029,-50.19773680421526
Apartamento em Centro,"Av. Vicente Machado, 1155 - Centro",291943,87,2,2,1,Centro,-25.091437091913594,-50.1699633459623
Apartamento em Estrela,"Rua Balduino Taques, 2211 - Estrela",326325,83,2,2,1,Estrela,-25.10252714288498,-50.15356505193894
Apartamento em Nova Russia,"Rua Comendador Miró, 1574 - Nova Russia",136727,30,1,1,0,Nova Russia,-25.089101985112777,-50.18171676301203
Apartamento em Boa Vista,"Rua Comendador Miró, 2485 - Boa Vista",137401,46,1,1,0,Boa Vista,-25.06208859671573,-50.16408104962286
Apartamento em Olarias,"Av. Carlos Cavalcanti, 913 - Olarias",91389,45,1,1,0,Olarias,-25.100805672809223,-50.14167911779382
Apartamento em Neves,"Rua do Rosario, 2589 - Neves",159568,90,3,2,1,Neves,-25.04174686308794,-50.13947463246502
Apartamento em Jardim America,"Av. Vicente Machado, 2999 - Jardim America",171387,54,3,1,1,Jardim America,-25.107021475913704,-50.134747220553436
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 393 - Vila Estrela",344299,49,1,1,0,Vila Estrela,-25.11218819480819,-50.151685756951984
Apartamento em Santa Paula,"Av. Vicente Machado, 731 - Santa Paula",43063,30,2,1,0,Santa Paula,-25.138542050637483,-50.17963816738015
Apartamento em Orfãs,"Rua Comendador Miró, 748 - Orfãs",196040,70,2,2,1,Orfãs,-25.06978921211195,-50.17368120802073
Apartamento em Contorno,"Av. Vicente Machado, 737 - Contorno",147190,57,3,1,1,Contorno,-25.118665264746614,-50.19420059820493
Apartamento em Jardim America,"Av. Vicente Machado, 294 - Jardim America",94609,69,2,1,1,Jardim America,-25.106086567993692,-50.132301916618765
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1873 - Jardim Carvalho",643132,120,4,3,2,Jardim Carvalho,-25.075461458194674,-50.14489465246356
Apartamento em Jardim America,"Rua do Rosario, 572 - Jardim America",58161,59,3,1,1,Jardim America,-25.108784121694637,-50.135284510094245
Apartamento em Centro,"Av. Carlos Cavalcanti, 1582 - Centro",244594,76,2,2,1,Centro,-25.095283329739313,-50.16423167607061
Apartamento em Centro,"Rua Balduino Taques, 2649 - Centro",539543,93,4,2,1,Centro,-25.091839477192906,-50.173378230112604
Apartamento em Oficinas,"Rua Balduino Taques, 1106 - Oficinas",174798,66,3,1,1,Oficinas,-25.11585014537414,-50.14522283699709
Apartamento em Jardim Carvalho,"Rua do Rosario, 65 - Jardim Carvalho",383782,142,3,3,2,Jardim Carvalho,-25.079027996046708,-50.15371023270248
Apartamento em Centro,"Rua Balduino Taques, 2231 - Centro",656890,140,3,3,2,Centro,-25.09442614670014,-50.165509249251144
Apartamento em Neves,"Rua Balduino Taques, 838 - Neves",95623,46,1,1,0,Neves,-25.04987149636838,-50.1397658016209
Apartamento em Jardim Carvalho,"Rua do Rosario, 1829 - Jardim Carvalho",489422,127,3,3,2,Jardim Carvalho,-25.080088972391103,-50.158526033973466
Apartamento em Estrela,"Av. Carlos Cavalcanti, 642 - Estrela",223245,80,2,2,1,Estrela,-25.110717884273623,-50.15842489210065
Apartamento em Ronda,"Rua Comendador Miró, 1105 - Ronda",65821,30,2,1,0,Ronda,-25.09892405592335,-50.18829485757749
Apartamento em Olarias,"Rua Balduino Taques, 431 - Olarias",77662,38,2,1,0,Olarias,-25.101806268324378,-50.14334477664478
Apartamento em Olarias,"Rua do Rosario, 1711 - Olarias",96030,38,1,1,0,Olarias,-25.098450324506846,-50.14354879440124
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 108 - Jardim Carvalho",549450,86,3,2,1,Jardim Carvalho,-25.07290506519784,-50.15853773630039
Apartamento em Ronda,"Av. Vicente Machado, 1457 - Ronda",155622,66,2,1,1,Ronda,-25.101822310952667,-50.179251663234595
Apartamento em Contorno,"Rua Comendador Miró, 1585 - Contorno",176640,54,2,1,1,Contorno,-25.12085399587168,-50.20107232667783
Apartamento em Nova Russia,"Rua Balduino Taques, 929 - Nova Russia",60257,32,1,1,0,Nova Russia,-25.081720470208833,-50.18598256048079
Apartamento em Nova Russia,"Rua Paula Xavier, 1473 - Nova Russia",87802,45,1,1,0,Nova Russia,-25.07622161390277,-50.182095932865266
Apartamento em Uvaranas,"Rua Balduino Taques, 1486 - Uvaranas",126696,49,1,1,0,Uvaranas,-25.088635631509344,-50.127576186023276
Apartamento em Uvaranas,"Rua do Rosario, 628 - Uvaranas",137265,45,1,1,0,Uvaranas,-25.08847805835177,-50.132152810777384
Apartamento em Estrela,"Rua Paula Xavier, 2466 - Estrela",327081,95,3,2,1,Estrela,-25.10581263144613,-50.1571087389246
Apartamento em Estrela,"Av. Vicente Machado, 2743 - Estrela",249718,65,2,1,1,Estrela,-25.105643153738153,-50.15479393027911
Apartamento em Contorno,"Rua Paula Xavier, 1436 - Contorno",90830,45,1,1,0,Contorno,-25.118676507163364,-50.201858266216256
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2720 - Nova Russia",83697,46,1,1,0,Nova Russia,-25.077663100229714,-50.17892760160556
Apartamento em Chapada,"Rua Comendador Miró, 322 - Chapada",158331,51,2,1,1,Chapada,-25.039960556375288,-50.16988046317679
Apartamento em Centro,"Av. Vicente Machado, 1321 - Centro",541511,182,4,3,2,Centro,-25.089394868254566,-50.17111902029338
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1969 - Jardim Carvalho",279477,51,2,1,1,Jardim Carvalho,-25.076102388032876,-50.155585147172374
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2986 - Uvaranas",120205,56,3,1,1,Uvaranas,-25.08402777727738,-50.133959615053456
Apartamento em Boa Vista,"Rua Paula Xavier, 532 - Boa Vista",150683,39,2,1,0,Boa Vista,-25.064284082054336,-50.161315013798536
Apartamento em Estrela,"Rua Paula Xavier, 1317 - Estrela",452080,101,3,2,2,Estrela,-25.10756257109186,-50.15405467412854
Apartamento em Santa Paula,"Rua Comendador Miró, 1705 - Santa Paula",99853,50,2,1,1,Santa Paula,-25.1271642309354,-50.184873381790155
Apartamento em Neves,"Rua Comendador Miró, 1017 - Neves",85218,51,3,1,1,Neves,-25.047014511521123,-50.13545874725564
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2216 - Jardim America",163068,66,2,1,1,Jardim America,-25.110418867027523,-50.134655663757705
Apartamento em Olarias,"Rua do Rosario, 952 - Olarias",145002,43,1,1,0,Olarias,-25.095656206212286,-50.14467672816418
Apartamento em Jardim America,"Rua Comendador Miró, 1737 - Jardim America",50011,54,3,1,1,Jardim America,-25.10751163409869,-50.13834978319055
Apartamento em Jardim Sabara,"Rua Comendador Miró, 908 - Jardim Sabara",158620,58,2,1,1,Jardim Sabara,-25.045121236623842,-50.17525261041984
Apartamento em Uvaranas,"Rua Balduino Taques, 842 - Uvaranas",125365,56,2,1,1,Uvaranas,-25.082151276071766,-50.12869135099338
Apartamento em Centro,"Av. Carlos Cavalcanti, 557 - Centro",756409,104,3,2,2,Centro,-25.087654159682923,-50.16644545830362
Apartamento em Nova Russia,"Rua Paula Xavier, 1488 - Nova Russia",101260,46,2,1,0,Nova Russia,-25.078271049436168,-50.18267638797564
Apartamento em Jardim Carvalho,"Rua do Rosario, 1734 - Jardim Carvalho",820923,173,5,3,2,Jardim Carvalho,-25.079538003508755,-50.15247509781998
Apartamento em Ronda,"Av. Vicente Machado, 238 - Ronda",127081,54,2,1,1,Ronda,-25.096807078991993,-50.183514313806775
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2893 - Jardim Carvalho",594437,139,4,3,2,Jardim Carvalho,-25.072368402905788,-50.16053137891926
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 2861 - Jardim Carvalho",849553,107,3,2,2,Jardim Carvalho,-25.072531073521795,-50.151302977005976
Apartamento em Vila Estrela,"Rua Comendador Miró, 444 - Vila Estrela",466298,91,3,2,1,Vila Estrela,-25.110155026519255,-50.146950830531495
Apartamento em Uvaranas,"Rua do Rosario, 657 - Uvaranas",40293,68,2,1,1,Uvaranas,-25.078639805229663,-50.127708529196866
Apartamento em Centro,"Av. Vicente Machado, 333 - Centro",551332,106,4,2,2,Centro,-25.089192132132204,-50.168815291159504
Apartamento em Ronda,"Rua do Rosario, 1715 - Ronda",92679,48,2,1,0,Ronda,-25.095750160647196,-50.182886556121005
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 583 - Jardim Carvalho",591767,135,3,3,2,Jardim Carvalho,-25.07053666163823,-50.15595377662652
Apartamento em Jardim Sabara,"Rua Paula Xavier, 1935 - Jardim Sabara",221896,101,3,2,2,Jardim Sabara,-25.04878202653047,-50.17346960798743
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 2651 - Vila Estrela",304899,54,2,1,1,Vila Estrela,-25.104956591537857,-50.15355941914616
Apartamento em Centro,"Av. Vicente Machado, 255 - Centro",331695,69,2,1,1,Centro,-25.086625876618864,-50.16272304800705
Apartamento em Oficinas,"Av. Vicente Machado, 2071 - Oficinas",139701,107,3,2,2,Oficinas,-25.11397654530253,-50.14076921949441
