titulo,endereco,preco,area,quartos,banheiros,vagas,bairro
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1692 - Jardim Sabara",185075,70,2,2,1,Jardim Sabara
Apartamento em Nova Russia,"Rua Balduino Taques, 647 - Nova Russia",101572,42,1,1,0,Nova Russia
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 1543 - Boa Vista",204646,66,2,1,1,Boa Vista
Apartamento em Contorno,"Av. Vicente Machado, 2207 - Contorno",176992,54,2,1,1,Contorno
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2698 - Boa Vista",68684,34,2,1,0,Boa Vista
Apartamento em Santo Antonio,"Rua Paula Xavier, 1787 - Santo Antonio",195640,62,3,1,1,Santo Antonio
Apartamento em Centro,"Rua Comendador Miró, 822 - Centro",255695,72,2,2,1,Centro
Apartamento em Nova Russia,"Rua Balduino Taques, 557 - Nova Russia",72304,34,2,1,0,Nova Russia
Apartamento em Jardim America,"Rua Paula Xavier, 139 - Jardim America",70142,38,1,1,0,Jardim America
Apartamento em Estrela,"Av. Carlos Cavalcanti, 2734 - Estrela",163638,53,2,1,1,Estrela
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2263 - Boa Vista",119839,100,4,2,2,Boa Vista
Apartamento em Santa Paula,"Rua Comendador Miró, 531 - Santa Paula",150587,43,1,1,0,Santa Paula
Apartamento em Neves,"Av. Carlos Cavalcanti, 2065 - Neves",165794,61,2,1,1,Neves
Apartamento em Jardim America,"Rua Balduino Taques, 96 - Jardim America",145020,42,2,1,0,Jardim America
Apartamento em Jardim Carvalho,"Rua do Rosario, 65 - Jardim Carvalho",477947,72,3,2,1,Jardim Carvalho
Apartamento em Ronda,"Rua Paula Xavier, 1769 - Ronda",95897,67,3,1,1,Ronda
Apartamento em Centro,"Rua Balduino Taques, 1766 - Centro",1754842,253,5,5,4,Centro
Apartamento em Ronda,"Rua Comendador Miró, 2104 - Ronda",103194,67,2,1,1,Ronda
Apartamento em Estrela,"Rua Balduino Taques, 1089 - Estrela",259576,84,2,2,1,Estrela
Apartamento em Ronda,"Av. Carlos Cavalcanti, 822 - Ronda",48973,37,1,1,0,Ronda
Apartamento em Santa Paula,"Rua Balduino Taques, 2881 - Santa Paula",103361,55,2,1,1,Santa Paula
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2431 - Jardim Sabara",131150,66,2,1,1,Jardim Sabara
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1653 - Jardim Carvalho",745598,114,3,2,2,Jardim Carvalho
Apartamento em Oficinas,"Av. Vicente Machado, 608 - Oficinas",383909,75,2,2,1,Oficinas
Apartamento em Vila Estrela,"Rua Balduino Taques, 218 - Vila Estrela",492071,155,4,3,2,Vila Estrela
Apartamento em Jardim America,"Rua Paula Xavier, 2877 - Jardim America",143127,71,2,2,1,Jardim America
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1972 - Ronda",233057,62,2,1,1,Ronda
Apartamento em Oficinas,"Rua Comendador Miró, 221 - Oficinas",100192,50,2,1,1,Oficinas
Apartamento em Contorno,"Rua Paula Xavier, 1159 - Contorno",181467,51,3,1,1,Contorno
Apartamento em Chapada,"Av. Vicente Machado, 1320 - Chapada",174328,68,2,1,1,Chapada
Apartamento em Oficinas,"Rua Balduino Taques, 223 - Oficinas",302135,72,3,2,1,Oficinas
Apartamento em Neves,"Av. Carlos Cavalcanti, 1157 - Neves",114320,49,1,1,0,Neves
Apartamento em Nova Russia,"Rua Paula Xavier, 2022 - Nova Russia",203924,64,2,1,1,Nova Russia
Apartamento em Chapada,"Rua Balduino Taques, 406 - Chapada",172061,75,2,2,1,Chapada
Apartamento em Centro,"Av. Vicente Machado, 1366 - Centro",307612,64,2,1,1,Centro
Apartamento em Chapada,"Rua Paula Xavier, 2422 - Chapada",75712,40,1,1,0,Chapada
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2673 - Jardim Sabara",180283,79,2,2,1,Jardim Sabara
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 367 - Boa Vista",105787,57,2,1,1,Boa Vista
Apartamento em Nova Russia,"Rua Comendador Miró, 2475 - Nova Russia",98732,50,3,1,1,Nova Russia
Apartamento em Nova Russia,"Rua Comendador Miró, 790 - Nova Russia",65890,51,3,1,1,Nova Russia
Apartamento em Orfãs,"Rua Balduino Taques, 316 - Orfãs",257890,78,2,2,1,Orfãs
Apartamento em Olarias,"Rua Paula Xavier, 2981 - Olarias",101787,38,1,1,0,Olarias
Apartamento em Santa Paula,"Av. Vicente Machado, 2195 - Santa Paula",195306,58,2,1,1,Santa Paula
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1722 - Jardim Carvalho",471485,89,3,2,1,Jardim Carvalho
Apartamento em Olarias,"Rua do Rosario, 1432 - Olarias",120976,58,2,1,1,Olarias
Apartamento em Chapada,"Rua Comendador Miró, 490 - Chapada",92175,32,1,1,0,Chapada
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 2155 - Vila Estrela",339540,81,3,2,1,Vila Estrela
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2464 - Jardim Sabara",210985,78,2,2,1,Jardim Sabara
Apartamento em Boa Vista,"Av. Vicente Machado, 1196 - Boa Vista",88482,47,1,1,0,Boa Vista
Apartamento em Oficinas,"Rua Balduino Taques, 2851 - Oficinas",155348,52,2,1,1,Oficinas
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2037 - Orfãs",264836,84,2,2,1,Orfãs
Apartamento em Olarias,"Rua Balduino Taques, 687 - Olarias",102729,62,2,1,1,Olarias
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 2313 - Santo Antonio",52369,46,1,1,0,Santo Antonio
Apartamento em Jardim America,"Rua Paula Xavier, 857 - Jardim America",201276,90,3,2,1,Jardim America
Apartamento em Estrela,"Rua do Rosario, 902 - Estrela",109656,34,2,1,0,Estrela
Apartamento em Centro,"Rua do Rosario, 1875 - Centro",182151,91,3,2,1,Centro
Apartamento em Jardim Sabara,"Rua do Rosario, 1070 - Jardim Sabara",182452,61,2,1,1,Jardim Sabara
Apartamento em Contorno,"Rua Paula Xavier, 2911 - Contorno",202822,77,2,2,1,Contorno
Apartamento em Boa Vista,"Av. Vicente Machado, 927 - Boa Vista",146851,71,2,2,1,Boa Vista
Apartamento em Oficinas,"Rua Paula Xavier, 170 - Oficinas",93399,50,2,1,1,Oficinas
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 554 - Jardim Carvalho",183155,80,2,2,1,Jardim Carvalho
Apartamento em Boa Vista,"Rua Balduino Taques, 2641 - Boa Vista",137927,56,2,1,1,Boa Vista
Apartamento em Ronda,"Av. Vicente Machado, 2199 - Ronda",104529,41,1,1,0,Ronda
Apartamento em Nova Russia,"Rua Paula Xavier, 2601 - Nova Russia",79825,34,2,1,0,Nova Russia
Apartamento em Chapada,"Rua Comendador Miró, 2259 - Chapada",175938,49,1,1,0,Chapada
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2514 - Boa Vista",183473,87,2,2,1,Boa Vista
Apartamento em Contorno,"Rua Balduino Taques, 2573 - Contorno",57235,38,1,1,0,Contorno
Apartamento em Centro,"Av. Vicente Machado, 1155 - Centro",291943,87,2,2,1,Centro
Apartamento em Estrela,"Rua Balduino Taques, 2211 - Estrela",326325,83,2,2,1,Estrela
Apartamento em Nova Russia,"Rua Comendador Miró, 1574 - Nova Russia",136727,30,1,1,0,Nova Russia
Apartamento em Boa Vista,"Rua Comendador Miró, 2485 - Boa Vista",137401,46,1,1,0,Boa Vista
Apartamento em Olarias,"Av. Carlos Cavalcanti, 913 - Olarias",91389,45,1,1,0,Olarias
Apartamento em Neves,"Rua do Rosario, 2589 - Neves",159568,90,3,2,1,Neves
Apartamento em Jardim America,"Av. Vicente Machado, 2999 - Jardim America",171387,54,3,1,1,Jardim America
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 393 - Vila Estrela",344299,49,1,1,0,Vila Estrela
Apartamento em Santa Paula,"Av. Vicente Machado, 731 - Santa Paula",43063,30,2,1,0,Santa Paula
Apartamento em Orfãs,"Rua Comendador Miró, 748 - Orfãs",196040,70,2,2,1,Orfãs
Apartamento em Contorno,"Av. Vicente Machado, 737 - Contorno",147190,57,3,1,1,Contorno
Apartamento em Jardim America,"Av. Vicente Machado, 294 - Jardim America",94609,69,2,1,1,Jardim America
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1873 - Jardim Carvalho",643132,120,4,3,2,Jardim Carvalho
Apartamento em Jardim America,"Rua do Rosario, 572 - Jardim America",58161,59,3,1,1,Jardim America
Apartamento em Centro,"Av. Carlos Cavalcanti, 1582 - Centro",244594,76,2,2,1,Centro
Apartamento em Centro,"Rua Balduino Taques, 2649 - Centro",539543,93,4,2,1,Centro
Apartamento em Oficinas,"Rua Balduino Taques, 1106 - Oficinas",174798,66,3,1,1,Oficinas
Apartamento em Jardim Carvalho,"Rua do Rosario, 65 - Jardim Carvalho",383782,142,3,3,2,Jardim Carvalho
Apartamento em Centro,"Rua Balduino Taques, 2231 - Centro",656890,140,3,3,2,Centro
Apartamento em Neves,"Rua Balduino Taques, 838 - Neves",95623,46,1,1,0,Neves
Apartamento em Jardim Carvalho,"Rua do Rosario, 1829 - Jardim Carvalho",489422,127,3,3,2,Jardim Carvalho
Apartamento em Estrela,"Av. Carlos Cavalcanti, 642 - Estrela",223245,80,2,2,1,Estrela
Apartamento em Ronda,"Rua Comendador Miró, 1105 - Ronda",65821,30,2,1,0,Ronda
Apartamento em Olarias,"Rua Balduino Taques, 431 - Olarias",77662,38,2,1,0,Olarias
Apartamento em Olarias,"Rua do Rosario, 1711 - Olarias",96030,38,1,1,0,Olarias
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 108 - Jardim Carvalho",549450,86,3,2,1,Jardim Carvalho
Apartamento em Ronda,"Av. Vicente Machado, 1457 - Ronda",155622,66,2,1,1,Ronda
Apartamento em Contorno,"Rua Comendador Miró, 1585 - Contorno",176640,54,2,1,1,Contorno
Apartamento em Nova Russia,"Rua Balduino Taques, 929 - Nova Russia",60257,32,1,1,0,Nova Russia
Apartamento em Nova Russia,"Rua Paula Xavier, 1473 - Nova Russia",87802,45,1,1,0,Nova Russia
Apartamento em Uvaranas,"Rua Balduino Taques, 1486 - Uvaranas",126696,49,1,1,0,Uvaranas
Apartamento em Uvaranas,"Rua do Rosario, 628 - Uvaranas",137265,45,1,1,0,Uvaranas
Apartamento em Estrela,"Rua Paula Xavier, 2466 - Estrela",327081,95,3,2,1,Estrela
Apartamento em Estrela,"Av. Vicente Machado, 2743 - Estrela",249718,65,2,1,1,Estrela
Apartamento em Contorno,"Rua Paula Xavier, 1436 - Contorno",90830,45,1,1,0,Contorno
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2720 - Nova Russia",83697,46,1,1,0,Nova Russia
Apartamento em Chapada,"Rua Comendador Miró, 322 - Chapada",158331,51,2,1,1,Chapada
Apartamento em Centro,"Av. Vicente Machado, 1321 - Centro",541511,182,4,3,2,Centro
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1969 - Jardim Carvalho",279477,51,2,1,1,Jardim Carvalho
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2986 - Uvaranas",120205,56,3,1,1,Uvaranas
Apartamento em Boa Vista,"Rua Paula Xavier, 532 - Boa Vista",150683,39,2,1,0,Boa Vista
Apartamento em Estrela,"Rua Paula Xavier, 1317 - Estrela",452080,101,3,2,2,Estrela
Apartamento em Santa Paula,"Rua Comendador Miró, 1705 - Santa Paula",99853,50,2,1,1,Santa Paula
Apartamento em Neves,"Rua Comendador Miró, 1017 - Neves",85218,51,3,1,1,Neves
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2216 - Jardim America",163068,66,2,1,1,Jardim America
Apartamento em Olarias,"Rua do Rosario, 952 - Olarias",145002,43,1,1,0,Olarias
Apartamento em Jardim America,"Rua Comendador Miró, 1737 - Jardim America",50011,54,3,1,1,Jardim America
Apartamento em Jardim Sabara,"Rua Comendador Miró, 908 - Jardim Sabara",158620,58,2,1,1,Jardim Sabara
Apartamento em Uvaranas,"Rua Balduino Taques, 842 - Uvaranas",125365,56,2,1,1,Uvaranas
Apartamento em Centro,"Av. Carlos Cavalcanti, 557 - Centro",756409,104,3,2,2,Centro
Apartamento em Nova Russia,"Rua Paula Xavier, 1488 - Nova Russia",101260,46,2,1,0,Nova Russia
Apartamento em Jardim Carvalho,"Rua do Rosario, 1734 - Jardim Carvalho",820923,173,5,3,2,Jardim Carvalho
Apartamento em Ronda,"Av. Vicente Machado, 238 - Ronda",127081,54,2,1,1,Ronda
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2893 - Jardim Carvalho",594437,139,4,3,2,Jardim Carvalho
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 2861 - Jardim Carvalho",849553,107,3,2,2,Jardim Carvalho
Apartamento em Vila Estrela,"Rua Comendador Miró, 444 - Vila Estrela",466298,91,3,2,1,Vila Estrela
Apartamento em Uvaranas,"Rua do Rosario, 657 - Uvaranas",40293,68,2,1,1,Uvaranas
Apartamento em Centro,"Av. Vicente Machado, 333 - Centro",551332,106,4,2,2,Centro
Apartamento em Ronda,"Rua do Rosario, 1715 - Ronda",92679,48,2,1,0,Ronda
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 583 - Jardim Carvalho",591767,135,3,3,2,Jardim Carvalho
Apartamento em Jardim Sabara,"Rua Paula Xavier, 1935 - Jardim Sabara",221896,101,3,2,2,Jardim Sabara
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 2651 - Vila Estrela",304899,54,2,1,1,Vila Estrela
Apartamento em Centro,"Av. Vicente Machado, 255 - Centro",331695,69,2,1,1,Centro
Apartamento em Oficinas,"Av. Vicente Machado, 2071 - Oficinas",139701,107,3,2,2,Oficinas
Apartamento em Estrela,"Av. Carlos Cavalcanti, 2794 - Estrela",327845,78,3,2,1,Estrela
Apartamento em Santo Antonio,"Rua Paula Xavier, 2353 - Santo Antonio",94763,36,1,1,0,Santo Antonio
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1745 - Jardim Sabara",147917,70,2,2,1,Jardim Sabara
Apartamento em Estrela,"Rua Balduino Taques, 2146 - Estrela",75912,31,1,1,0,Estrela
Apartamento em Jardim America,"Av. Vicente Machado, 877 - Jardim America",120552,52,2,1,1,Jardim America
Apartamento em Jardim America,"Av. Vicente Machado, 1616 - Jardim America",174766,67,2,1,1,Jardim America
Apartamento em Estrela,"Rua do Rosario, 2488 - Estrela",297907,72,2,2,1,Estrela
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1965 - Uvaranas",117518,34,1,1,0,Uvaranas
Apartamento em Neves,"Av. Carlos Cavalcanti, 1568 - Neves",188738,65,2,1,1,Neves
Apartamento em Estrela,"Rua Paula Xavier, 2658 - Estrela",94938,42,2,1,0,Estrela
Apartamento em Vila Estrela,"Rua Balduino Taques, 437 - Vila Estrela",267794,69,3,1,1,Vila Estrela
Apartamento em Uvaranas,"Rua Paula Xavier, 124 - Uvaranas",139623,45,1,1,0,Uvaranas
Apartamento em Ronda,"Rua do Rosario, 446 - Ronda",81671,45,1,1,0,Ronda
Apartamento em Uvaranas,"Rua Balduino Taques, 1276 - Uvaranas",183324,54,2,1,1,Uvaranas
Apartamento em Orfãs,"Rua Comendador Miró, 142 - Orfãs",212527,64,2,1,1,Orfãs
Apartamento em Ronda,"Rua do Rosario, 2323 - Ronda",151946,43,1,1,0,Ronda
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 197 - Oficinas",341901,71,2,2,1,Oficinas
Apartamento em Oficinas,"Rua Paula Xavier, 44 - Oficinas",470880,141,3,3,2,Oficinas
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2058 - Chapada",81118,49,1,1,0,Chapada
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2982 - Orfãs",199546,88,2,2,1,Orfãs
Apartamento em Chapada,"Rua Comendador Miró, 2773 - Chapada",346621,90,3,2,1,Chapada
Apartamento em Nova Russia,"Rua Comendador Miró, 2072 - Nova Russia",177437,51,2,1,1,Nova Russia
Apartamento em Nova Russia,"Av. Vicente Machado, 107 - Nova Russia",72857,33,1,1,0,Nova Russia
Apartamento em Jardim America,"Rua Balduino Taques, 1198 - Jardim America",255979,62,2,1,1,Jardim America
Apartamento em Estrela,"Av. Carlos Cavalcanti, 332 - Estrela",297796,99,4,2,1,Estrela
Apartamento em Uvaranas,"Av. Vicente Machado, 893 - Uvaranas",105029,61,2,1,1,Uvaranas
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2064 - Jardim Carvalho",549962,116,3,2,2,Jardim Carvalho
Apartamento em Jardim Sabara,"Rua do Rosario, 2678 - Jardim Sabara",85719,35,1,1,0,Jardim Sabara
Apartamento em Jardim Sabara,"Rua Paula Xavier, 1842 - Jardim Sabara",189474,74,2,2,1,Jardim Sabara
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2563 - Jardim Carvalho",604653,122,3,3,2,Jardim Carvalho
Apartamento em Vila Estrela,"Rua Comendador Miró, 2807 - Vila Estrela",305421,89,3,2,1,Vila Estrela
Apartamento em Jardim America,"Rua do Rosario, 2495 - Jardim America",136026,68,2,1,1,Jardim America
Apartamento em Uvaranas,"Rua do Rosario, 2581 - Uvaranas",169187,67,2,1,1,Uvaranas
Apartamento em Santa Paula,"Rua Balduino Taques, 594 - Santa Paula",225801,67,3,1,1,Santa Paula
Apartamento em Contorno,"Rua Balduino Taques, 2053 - Contorno",108739,40,1,1,0,Contorno
Apartamento em Nova Russia,"Av. Vicente Machado, 1220 - Nova Russia",114897,46,1,1,0,Nova Russia
Apartamento em Estrela,"Rua do Rosario, 1498 - Estrela",186200,59,3,1,1,Estrela
Apartamento em Chapada,"Av. Vicente Machado, 2920 - Chapada",51481,30,2,1,0,Chapada
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 1058 - Santo Antonio",112032,57,2,1,1,Santo Antonio
Apartamento em Santo Antonio,"Av. Vicente Machado, 517 - Santo Antonio",76758,54,2,1,1,Santo Antonio
Apartamento em Santa Paula,"Rua Paula Xavier, 1652 - Santa Paula",297495,74,3,2,1,Santa Paula
Apartamento em Vila Estrela,"Rua Comendador Miró, 538 - Vila Estrela",783857,105,3,2,2,Vila Estrela
Apartamento em Santo Antonio,"Rua do Rosario, 1294 - Santo Antonio",147662,43,1,1,0,Santo Antonio
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2082 - Chapada",59535,30,2,1,0,Chapada
Apartamento em Santo Antonio,"Rua Comendador Miró, 184 - Santo Antonio",296606,86,2,2,1,Santo Antonio
Apartamento em Oficinas,"Av. Vicente Machado, 2876 - Oficinas",179756,61,2,1,1,Oficinas
Apartamento em Olarias,"Rua Balduino Taques, 1200 - Olarias",115711,61,3,1,1,Olarias
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 308 - Jardim America",108798,32,2,1,0,Jardim America
Apartamento em Ronda,"Av. Carlos Cavalcanti, 2750 - Ronda",141377,50,2,1,1,Ronda
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2641 - Uvaranas",160624,62,2,1,1,Uvaranas
Apartamento em Olarias,"Av. Carlos Cavalcanti, 456 - Olarias",122170,52,2,1,1,Olarias
Apartamento em Uvaranas,"Rua Balduino Taques, 1635 - Uvaranas",170009,73,3,2,1,Uvaranas
Apartamento em Vila Estrela,"Rua Paula Xavier, 274 - Vila Estrela",551557,98,4,2,1,Vila Estrela
Apartamento em Neves,"Rua do Rosario, 2001 - Neves",71195,48,1,1,0,Neves
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 478 - Orfãs",294710,67,2,1,1,Orfãs
Apartamento em Boa Vista,"Rua do Rosario, 647 - Boa Vista",278541,92,3,2,1,Boa Vista
Apartamento em Santa Paula,"Av. Vicente Machado, 1321 - Santa Paula",186529,56,3,1,1,Santa Paula
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 265 - Oficinas",89670,30,1,1,0,Oficinas
Apartamento em Chapada,"Av. Carlos Cavalcanti, 884 - Chapada",115899,49,1,1,0,Chapada
Apartamento em Oficinas,"Rua Balduino Taques, 2810 - Oficinas",245093,63,2,1,1,Oficinas
Apartamento em Vila Estrela,"Rua Comendador Miró, 731 - Vila Estrela",198854,44,1,1,0,Vila Estrela
Apartamento em Uvaranas,"Rua Paula Xavier, 1669 - Uvaranas",108377,62,3,1,1,Uvaranas
Apartamento em Uvaranas,"Rua Comendador Miró, 1859 - Uvaranas",205254,53,2,1,1,Uvaranas
Apartamento em Vila Estrela,"Rua Comendador Miró, 1072 - Vila Estrela",719414,131,3,3,2,Vila Estrela
Apartamento em Estrela,"Rua Balduino Taques, 1765 - Estrela",198993,74,2,2,1,Estrela
Apartamento em Neves,"Rua Paula Xavier, 683 - Neves",133532,70,2,2,1,Neves
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 1982 - Orfãs",262901,72,2,2,1,Orfãs
Apartamento em Santa Paula,"Av. Vicente Machado, 2863 - Santa Paula",125552,67,2,1,1,Santa Paula
Apartamento em Vila Estrela,"Rua Comendador Miró, 2346 - Vila Estrela",487624,60,2,1,1,Vila Estrela
Apartamento em Jardim America,"Rua do Rosario, 2455 - Jardim America",129235,58,2,1,1,Jardim America
Apartamento em Orfãs,"Rua Comendador Miró, 2379 - Orfãs",240038,56,3,1,1,Orfãs
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1306 - Jardim Carvalho",116320,155,5,3,2,Jardim Carvalho
Apartamento em Centro,"Av. Carlos Cavalcanti, 614 - Centro",270193,44,2,1,0,Centro
Apartamento em Santa Paula,"Rua Balduino Taques, 2770 - Santa Paula",175213,87,2,2,1,Santa Paula
Apartamento em Vila Estrela,"Rua Comendador Miró, 25 - Vila Estrela",939491,131,3,3,2,Vila Estrela
Apartamento em Santo Antonio,"Av. Vicente Machado, 2608 - Santo Antonio",129751,55,2,1,1,Santo Antonio
Apartamento em Santo Antonio,"Rua do Rosario, 409 - Santo Antonio",182039,76,2,2,1,Santo Antonio
Apartamento em Oficinas,"Av. Vicente Machado, 1731 - Oficinas",136456,52,2,1,1,Oficinas
Apartamento em Olarias,"Rua do Rosario, 1556 - Olarias",175335,53,2,1,1,Olarias
Apartamento em Orfãs,"Av. Vicente Machado, 2793 - Orfãs",263437,54,2,1,1,Orfãs
Apartamento em Centro,"Rua Paula Xavier, 76 - Centro",304905,62,2,1,1,Centro
Apartamento em Contorno,"Rua do Rosario, 520 - Contorno",87706,35,1,1,0,Contorno
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1705 - Santa Paula",73846,35,1,1,0,Santa Paula
Apartamento em Vila Estrela,"Rua do Rosario, 1754 - Vila Estrela",718865,119,3,2,2,Vila Estrela
Apartamento em Jardim Sabara,"Rua Paula Xavier, 474 - Jardim Sabara",90378,81,2,2,1,Jardim Sabara
Apartamento em Estrela,"Rua Paula Xavier, 734 - Estrela",401826,67,2,1,1,Estrela
Apartamento em Olarias,"Rua do Rosario, 1795 - Olarias",252362,127,3,3,2,Olarias
Apartamento em Jardim America,"Rua Comendador Miró, 2830 - Jardim America",78020,54,2,1,1,Jardim America
Apartamento em Vila Estrela,"Rua do Rosario, 416 - Vila Estrela",811492,154,6,3,2,Vila Estrela
Apartamento em Uvaranas,"Rua Balduino Taques, 377 - Uvaranas",131026,47,1,1,0,Uvaranas
Apartamento em Centro,"Av. Carlos Cavalcanti, 434 - Centro",278711,78,2,2,1,Centro
Apartamento em Santa Paula,"Rua do Rosario, 2241 - Santa Paula",93195,55,2,1,1,Santa Paula
Apartamento em Nova Russia,"Rua do Rosario, 2390 - Nova Russia",69653,34,1,1,0,Nova Russia
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 877 - Oficinas",271043,57,2,1,1,Oficinas
Apartamento em Ronda,"Rua do Rosario, 1570 - Ronda",75760,51,2,1,1,Ronda
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 519 - Nova Russia",81750,32,2,1,0,Nova Russia
Apartamento em Chapada,"Av. Carlos Cavalcanti, 1701 - Chapada",107847,39,1,1,0,Chapada
Apartamento em Jardim America,"Rua Paula Xavier, 927 - Jardim America",243735,63,3,1,1,Jardim America
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1093 - Jardim Sabara",93743,43,1,1,0,Jardim Sabara
Apartamento em Contorno,"Av. Carlos Cavalcanti, 2767 - Contorno",157041,65,2,1,1,Contorno
Apartamento em Ronda,"Av. Carlos Cavalcanti, 143 - Ronda",126459,51,3,1,1,Ronda
Apartamento em Centro,"Rua Paula Xavier, 2135 - Centro",356128,70,3,2,1,Centro
Apartamento em Neves,"Rua do Rosario, 1771 - Neves",66763,30,1,1,0,Neves
Apartamento em Ronda,"Av. Carlos Cavalcanti, 799 - Ronda",193459,59,2,1,1,Ronda
Apartamento em Jardim America,"Rua do Rosario, 1767 - Jardim America",180598,96,3,2,1,Jardim America
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 2992 - Jardim Carvalho",302700,59,2,1,1,Jardim Carvalho
Apartamento em Estrela,"Rua Paula Xavier, 2128 - Estrela",326755,75,2,2,1,Estrela
Apartamento em Estrela,"Rua Balduino Taques, 2918 - Estrela",225885,58,2,1,1,Estrela
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2373 - Jardim Carvalho",459735,81,2,2,1,Jardim Carvalho
Apartamento em Jardim America,"Rua Comendador Miró, 1075 - Jardim America",88342,30,1,1,0,Jardim America
Apartamento em Olarias,"Rua Paula Xavier, 844 - Olarias",195914,91,4,2,1,Olarias
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 57 - Uvaranas",84885,45,2,1,0,Uvaranas
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2236 - Jardim Carvalho",238043,55,3,1,1,Jardim Carvalho
Apartamento em Uvaranas,"Rua Balduino Taques, 544 - Uvaranas",36668,50,2,1,1,Uvaranas
Apartamento em Santo Antonio,"Rua Paula Xavier, 774 - Santo Antonio",138260,53,2,1,1,Santo Antonio
Apartamento em Ronda,"Av. Vicente Machado, 1226 - Ronda",131125,55,2,1,1,Ronda
Apartamento em Orfãs,"Av. Vicente Machado, 2984 - Orfãs",280416,62,2,1,1,Orfãs
Apartamento em Jardim America,"Rua Comendador Miró, 221 - Jardim America",102036,50,2,1,1,Jardim America
Apartamento em Boa Vista,"Av. Vicente Machado, 2579 - Boa Vista",245968,83,3,2,1,Boa Vista
Apartamento em Centro,"Rua do Rosario, 433 - Centro",377373,93,3,2,1,Centro
Apartamento em Nova Russia,"Rua do Rosario, 512 - Nova Russia",110827,40,1,1,0,Nova Russia
Apartamento em Nova Russia,"Rua Paula Xavier, 749 - Nova Russia",88071,35,2,1,0,Nova Russia
Apartamento em Uvaranas,"Rua Paula Xavier, 861 - Uvaranas",65085,60,3,1,1,Uvaranas
Apartamento em Jardim America,"Rua Balduino Taques, 1704 - Jardim America",127188,58,3,1,1,Jardim America
Apartamento em Uvaranas,"Rua Comendador Miró, 322 - Uvaranas",99427,40,1,1,0,Uvaranas
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 1294 - Orfãs",158918,46,1,1,0,Orfãs
Apartamento em Santo Antonio,"Av. Vicente Machado, 1233 - Santo Antonio",130060,36,1,1,0,Santo Antonio
Apartamento em Centro,"Rua Comendador Miró, 2333 - Centro",277673,59,2,1,1,Centro
Apartamento em Oficinas,"Rua Paula Xavier, 1430 - Oficinas",244225,60,3,1,1,Oficinas
Apartamento em Santa Paula,"Rua do Rosario, 2248 - Santa Paula",145954,70,2,2,1,Santa Paula
Apartamento em Centro,"Rua Comendador Miró, 1052 - Centro",554856,110,4,2,2,Centro
